# quest_id,title,description,objectives_text,reward_text,reward_xp,reward_gold,reward_item1,reward_item2,prev_quest,min_level,kill_obj1_display,kill_obj1_count,kill_obj2_display,kill_obj2_count,kill_obj3_display,kill_obj3_count,kill_obj4_display,kill_obj4_count,creature_entry,poi_x,poi_y
83,Red Linen Goods,"The Defias gang in Northshire wears burlap masks, but the Defias in Elwynn wear linen which I can use to make fine linen goods.

Bring me red linen bandanas and I'll use them to fashion something for you.

Defias gang members have camps pocketed throughout Elwynn.",Return to Sara Timberlain at Eastvale Logging Camp in Elwynn Forest.,"Ah, these are nice bandanas, if a little rough...

Here you are!",850,0,2575,983,0,4,0,0,0,0,0,0,0,0,278,-9866.0,-223.0
84,Back to Billy,"Here you go. And when you give this pie to that Billy, you tell him I hope he chokes on it!",,"Mm, yum! This pie is the best!

I think my memory is coming back to me...",340,0,0,0,86,5,0,0,0,0,0,0,0,0,246,-9924.0,38.0
85,Lost Necklace,"I lost my necklace, and think that guttersnipe Billy Maclure took it! He's usually scuttling like a rat around the Maclure vineyards east of here.

Get my necklace back for me, and you'll warm an old widow's heart.",,"You lost a what? Well I didn't take no necklace, because I ain't no thief!

I might know who did but...<grin>...I'm too hungry to remember.",340,0,0,0,0,5,0,0,0,0,0,0,0,0,246,-9924.0,38.0
86,Pie for Billy,"Maybe if I got a pie, I could tell you who has that necklace. And you know, I think that old Bernice lady at that other farm makes great Pork Belly Pies...

Maybe if you gave her some chunks of boar meat from the boars that hang around our farms, and told her what it was for, she'd bake up a pie for you.","Return to \""Auntie\"" Bernice Stonefield at the Stonefield Farm in Elwynn Forest.","Though this wild boar meat is tough, simmer it enough and it sure does make for some tasty pie!",680,0,0,0,85,5,0,0,0,0,0,0,0,0,247,-9785.0,-1050.0
87,Goldtooth,"I was playing near the Fargodeep Mine, and I think I dropped, er...I mean I saw, the old lady's necklace. Don't ask me how it got there...it wasn't me!

Well anyway, I saw this big, gold-toothed kobold pick up the necklace and run into the mine. Go find that kobold and you'll find the necklace, I swear!","Return to \""Auntie\"" Bernice Stonefield at the Stonefield Farm in Elwynn Forest.","Oh, you found it! Thank you, thank you dear!

Here, take this. It was my husband's and he always said it was lucky. If only he didn't forget it on his last campaign! *sniff*",1020,0,1359,0,84,5,0,0,0,0,0,0,0,0,247,-9746.0,88.0
88,Princess Must Die!,"The Brackwells have a prize-winning pig, Princess. The sow is HUGE, and she got that way from sneaking over here and eating my veggies!

So before she comes to our fields...Princess must die! Bring me her collar as proof of the deed and I'll give you something for your time!

Princess is usually over at the Brackwell Pumpkin Patch, to the east and beyond the Maclure farm. Get her before she gets hungry and comes back here!",Return to Ma Stonefield at the Stonefield Farm in Elwynn Forest.,"Thank goodness! That pig was getting so big she'd have eaten our whole crop! Thank you, $N.

Now, do either of these suit you?",850,0,0,0,0,6,0,0,0,0,0,0,0,0,244,-9783.0,-885.0
89,The Everstill Bridge,"During the last orc invasion we were forced to smelt our iron down to make bullets, swords and armor. We sent word to Stormwind for a new shipment of materials but a band of Redridge gnolls hijacked the caravan and ran off into the hills behind Lakeshire.

Now we're coming up short on supplies to get this bridge rebuilt. If you can bring me 5 iron pikes and 5 iron rivets, $N, I'll make sure you're rewarded.

Now let's get to work!",Return to Foreman Oslow at Lakeshire in Redridge Mountains.,"Great work, $N. These supplies will help the bridge effort immensely. We'll get this beauty shored up in no time.",850,0,0,0,125,15,0,0,0,0,0,0,0,0,341,-8980.0,-2338.0
90,Seasoned Wolf Kabobs,"Seasoned Wolf Kabobs are a house favorite! Sure, I can make you some. But first I'll need the supplies. Bring me 10 Lean Wolf Flanks as well as some Stormwind Seasoning Herbs. There are so many wolves here in the forest, I am sure finding the Flanks will be no problem. For the herbs, seek out Felicia Gump in her canal district flower shop in Stormwind.",Return to Chef Grual at Darkshire in Duskwood.,"Very nice work, $N! Enjoy the delicacy known as Seasoned Wolf Kabob!",850,1800,1017,2701,0,18,0,0,0,0,0,0,0,0,272,-8822.0,518.0
91,Solomon's Law,"An enemy of Stormwind has taken up residence in the eastern foothills of Redridge. This wicked villain uses the Arcane to spread terror and misery upon our town and our people. Under the name, Morganth, he conducts his evil business.

Morganth now controls the Shadowhide Gnoll Clan to perform his biddings. As stated by the Law of Lakeshire, aiding a criminal of the Kingdom is punishable by death.

These vile gnolls must be killed!

Turn in 10 Shadowhide Pendants to me, and you shall be rewarded.",Return to Bailiff Conacher at Lakeshire in Redridge Mountains.,"The Court of Lakeshire recognizes your commitment to justice, $N. By enforcing the laws of the Kingdom you have helped uphold the justice of the land.",850,1500,0,0,0,17,0,0,0,0,0,0,0,0,900,-9267.0,-3355.0
92,Redridge Goulash,"Nothing would please me more than to make you some Redridge Goulash. But there's a slight problem. During the recent orc uprising I fed the entire brigade of Stormwind troops. My cupboard is now bare. But if you can provide me with the ingredients, I'd be happy to oblige.

Just bring me five pieces of Tough Condor Meat, five Great Goretusk Snouts and five helpings of Crisp Spider Meat.",Return to Chef Breanna at Lakeshire in Redridge Mountains.,"Well done, $N. Such fine specimens too! And here is your delicious delicacy known as Redridge Goulash!",850,1000,1082,2699,0,15,0,0,0,0,0,0,0,0,343,-9493.0,-2346.0
93,Dusky Crab Cakes,"I'll let you in on a little secret - Dusky \""Crab\"" Cakes are really made from spider legs! I know it's a bit disgusting, but the cakes have a nice, tangy flavor and make great snacks! Bring me Gooey Spider Legs and I'll whip you up a few of them.

I hear Venom Web Spiders are a good source - they nest to the north, between the foothills and the river.",Return to Chef Grual at Darkshire in Duskwood.,"Ah yes, a nice clutch of legs you have there! Let me just get these seasoned with my secret spices (no looking!) and get them to skittering on a skillet for a while...

And, although Dusky Crab Cakes are my specialty and I won't give out the recipe, here's the recipe for a dish that's almost as good.",510,0,3683,0,5,17,0,0,0,0,0,0,0,0,272,-10051.0,-1250.0
94,A Watchful Eye,"My rival, Morganth, is a vicious mage of great power who lives in the Tower of Ilgalar in Redridge. I have developed a means of spying on him, the Eye of Azora, and can now view him from afar.

But to study his thoughts ... I require further aid.

If you are willing, then take my Glyph of Azora to the Tower of Ilgalar. Place it upon the Lion Statue near the Tower.

When this is done, the power of Azora will grant visions of Morganth's future plans.",,"You place the Glyph of Azora on the stone. It adheres itself... and you hear from it Theocritus' disembodied voice:

You have my gratitude, young $N. You may now speak with me through this Glyph, and I might have future tasks for you... after I have probed the thoughts of my rival.",680,0,0,0,0,20,0,0,0,0,0,0,0,0,313,-9253.0,-3405.0
95,Sven's Revenge,"I used to work one of the farms to the southeast...until Dark Riders from Deadwind Pass descended upon my farm and slaughtered my family when I was away!

When I returned I saw a shadowy figure skulking near my barn, burying something. He fled before I could catch him, and I couldn't linger for I was hot on the heels of the Dark Riders. So I never discovered what was hidden.

If you can find what that shadowy figure buried, I would be grateful. The hiding spot is behind the old stump near my barn.",,"A mound of dirt is here, hastily piled up as if someone had need of hiding something...without much time to do it.",510,0,0,0,0,20,0,0,0,0,0,0,0,0,311,-11116.0,-513.0
96,Call of Water,"Take shard. Take shard and give life.

Give life and understand. Understand water is life... corruption stops life.

You protect and give life with water's power.",,"This is the proof I asked for. You've done well, $N.

I am pleased to be the first to congratulate you and give you this... your water totem.

Use it well, and good luck.

Your next test will not be for some time, so learn your lessons well. Pure water will not only give life back to those who are injured, but can have many other effects. I suggest you seek out a shaman trainer when you have the time. They might have other spells for you to learn.",1200,0,5177,0,100,20,0,0,0,0,0,0,0,0,5895,-1345.0,-4048.0
99,Arugal's Folly,"As my understanding of Arugal's magic grows so does my disdain for the hapless fool. I am close to completing my research on his so called remedy.

My knowledge will be complete when I learn what enchantment is causing the strange behavior going on in Pyrewood Village. By day, the peasants appear to be Human. But when the sun goes down the townsfolk turn into Moonrage Worgen.

I need to draw energy from the enchanted shackles Arugal cast on them. Bring to me six enchanted Pyrewood Shackles, $N.",Return to Dalar Dawnweaver at The Sepulcher in Silverpine Forest.,"Your persistence is commendable. With the knowledge you helped me gather, Arugal will fall and his reckless magic shall be undone. Cheers to you, $N.",850,0,0,0,424,9,0,0,0,0,0,0,0,0,1938,-354.0,1422.0
100,Call of Water,Light explodes as you finish the incantation. The sounds of the water drops hitting the flame have died down and your senses are overcome as the corrupt spirits around you are destroyed.,,"Thanks to you. Thanks to the shamans.

Corruption ebbs but life continues to wane. Up to shamans to protect life.",0,0,0,0,63,20,0,0,0,0,0,0,0,0,7007,417.0,1823.0
101,The Totem of Infliction,"As the mystical taint creeps through the forest, the need for self-protection is undeniable, $N. The winds whisper to me and they speak of a great danger which waits patiently for you in the near future.

If you wish to protect yourself, noble $c, bring to me 10 ghoul fangs, 10 skeleton fingers and 5 vials of spider venom. For you I shall enchant a Totem of Infliction which will harm those who attempt violent acts against you.",Return to Madame Eva at Darkshire in Duskwood.,"Very wise of you, $N. This Totem of Infliction will help to protect you against the evil which lurks throughout Azeroth and beyond. When you feel threatened, hold this totem and take comfort in its magical aura. Be brave, fair $c. You will need all the courage you can muster for I see much bloodshed in your future.",1020,0,1131,0,0,18,0,0,0,0,0,0,0,0,265,-10332.0,108.0
102,Patrolling Westfall,"Stormwind has abandoned us. A foul wind of depravity rustles through the plains of Westfall. This was my homeland and I will not turn my back on the citizens who choose to remain here. We, the former farmers, shall make our stand.

Your task, should you choose to accept, is to patrol the grasslands of Westfall. Track down and slay the vile Gnolls that seem to be working in conjunction with the Deadmines thieves. Bring me eight Gnoll Paws and I will reward your bravery.",Return to Captain Danuvin at Sentinel Hill in Westfall.,"Well done, $N. With valiant adventurers such as yourself fighting alongside The People's Militia, Westfall just might return to the prosperous breadbasket it once was. Please accept this in recognition of your tireless efforts.",850,0,0,0,0,8,0,0,0,0,0,0,0,0,821,-10587.0,1913.0
